side,entry_i,exit_i,entry_px,exit_px,hold_h,reason,gross,cost,net,exit_ts
long,18147,18153,19539.5,19334.298860971645,6,stop_loss,-10.501862331602913,1.2375,-11.739362331602914,1666584000000
long,18187,18241,19479.8,20421.966118777116,54,stop_loss,48.366313759746866,1.5375,46.828813759746865,1666900800000
long,18278,18302,20925.0,20661.29468397626,24,stop_loss,-12.602404588948197,1.35,-13.952404588948196,1667120400000
long,18426,18429,20756.9,20704.473195863055,3,stop_loss,-2.5257530814787796,1.21875,-3.7445030814787796,1667577600000
long,18438,18482,21437.8,21146.303957531698,44,stop_loss,-13.597292747777352,1.475,-15.072292747777352,1667768400000
short,18493,18525,20638.5,19948.08587755136,32,stop_loss,33.452727787806346,1.4,32.05272778780635,1667923200000
short,18528,18570,18598.7,17091.903354250728,42,stop_loss,81.01623477712275,1.4625,79.55373477712274,1668085200000
short,18636,18659,16686.8,16377.068202360198,23,stop_loss,18.561485583802813,1.34375,17.217735583802813,1668405600000
long,18691,18713,17005.5,16594.04637181707,22,stop_loss,-24.195326699181525,1.3375,-25.532826699181523,1668600000000
short,18819,18858,16290.7,16055.038170101701,39,stop_loss,14.466034602460262,1.44375,13.022284602460262,1669122000000
long,18895,18921,16746.8,16413.252814890388,26,stop_loss,-19.917069834810935,1.3625,-21.279569834810935,1669348800000
long,18943,18959,16634.2,16479.1632268216,16,stop_loss,-9.320362456769729,1.3,-10.62036245676973,1669485600000
long,19038,19074,16846.1,16974.669282529703,36,stop_loss,7.6319909373507615,1.425,6.206990937350762,1669899600000
long,19158,19172,17214.5,17112.71691814005,14,stop_loss,-5.912636548255858,1.2874999999999999,-7.200136548255857,1670252400000
short,19213,19243,16763.0,16913.591826882737,30,stop_loss,-8.98358449458553,1.3875,-10.37108449458553,1670508000000
long,19293,19299,17212.8,17114.052239125074,6,stop_loss,-5.73687958234134,1.2375,-6.9743795823413395,1670709600000
long,19320,19321,17207.2,17135.343306725972,1,stop_loss,-4.175966646173036,1.20625,-5.382216646173036,1670788800000
short,19328,19339,16900.7,17045.503417767395,11,stop_loss,-8.567894688823209,1.26875,-9.83664468882321,1670853600000
long,19359,19392,17435.8,17880.32894078991,33,stop_loss,25.495184665453312,1.40625,24.088934665453312,1671044400000
short,19430,19488,17220.6,16755.944608356775,58,stop_loss,26.98253206294926,1.5625,25.42003206294926,1671390000000
short,19497,19519,16674.1,16704.6113273807,22,stop_loss,-1.829863523710431,1.3375,-3.167363523710431,1671501600000
short,19583,19585,16593.0,16763.06265232894,2,stop_loss,-10.249059984869481,1.2125,-11.461559984869481,1671739200000
long,19685,19696,16924.0,16825.791766966315,11,stop_loss,-5.80289724850421,1.26875,-7.07164724850421,1672138800000
short,19731,19746,16528.2,16645.791100305898,15,stop_loss,-7.11457389830092,1.29375,-8.40832389830092,1672318800000
short,19765,19772,16479.4,16575.017597679023,7,stop_loss,-5.802249941079277,1.24375,-7.045999941079277,1672412400000
short,19804,19822,16524.9,16592.17614703615,18,stop_loss,-4.071198436066024,1.3125,-5.383698436066024,1672592400000
long,19833,19853,16665.5,16657.010987001966,20,stop_loss,-0.509376436232577,1.325,-1.834376436232577,1672704000000
long,19881,19896,16862.8,16785.53607165884,15,stop_loss,-4.58191571631989,1.29375,-5.87566571631989,1672858800000
long,19945,19989,16935.0,16934.30997750783,44,stop_loss,-0.04074534940478896,1.475,-1.515745349404789,1673193600000
long,19997,20017,17129.9,17192.49341814246,20,stop_loss,3.654044573667096,1.325,2.3290445736670957,1673294400000
long,20040,20060,17431.0,17332.266253806763,20,stop_loss,-5.664261728715311,1.325,-6.989261728715311,1673449200000
long,20087,20126,18846.9,20375.132820030034,39,stop_loss,81.08669436512278,1.44375,79.64294436512279,1673686800000
long,20167,20173,21187.0,20731.650869900433,6,stop_loss,-21.49191155423451,1.2375,-22.72941155423451,1673856000000
long,20278,20308,21312.3,22681.237056078797,30,stop_loss,64.23225349112003,1.3875,62.84475349112003,1674342000000
long,20447,20510,23205.1,23437.014097854764,63,stop_loss,9.994100342371537,1.59375,8.400350342371537,1675069200000
long,20571,20587,23690.9,23542.637437310015,16,stop_loss,-6.258207273256238,1.3,-7.5582072732562375,1675346400000
short,20658,20685,23166.2,23109.974418662237,27,stop_loss,2.427052401246786,1.36875,1.0583024012467859,1675699200000
short,20745,20810,22521.4,21813.161412399986,65,stop_loss,31.447360625894273,1.60625,29.841110625894274,1676149200000
short,20835,20860,21740.0,21846.220104683278,25,stop_loss,-4.885929378255653,1.35625,-6.242179378255654,1676329200000
long,20897,20929,22438.7,24431.908868903312,32,stop_loss,88.82907070834368,1.4,87.42907070834367,1676577600000
long,20954,20998,24833.5,24618.750314943005,44,stop_loss,-8.647580286991163,1.475,-10.122580286991163,1676826000000
short,21069,21076,23718.0,24177.872716853813,7,stop_loss,-19.38918613937994,1.24375,-20.63293613937994,1677106800000
short,21117,21151,23346.3,23220.714945192587,34,stop_loss,5.379227321134922,1.4125,3.9667273211349223,1677376800000
long,21187,21189,23705.9,23437.323019094598,2,stop_loss,-11.329541629105144,1.2125,-12.542041629105144,1677513600000
long,21230,21240,23870.2,23379.643359798898,10,stop_loss,-20.55100670296448,1.2625,-21.813506702964478,1677697200000
short,21380,21450,22312.5,20209.192291238065,70,stop_loss,94.26589170921837,1.6375,92.62839170921836,1678453200000
long,21508,21552,21714.1,24750.968021802633,44,stop_loss,139.8569603070187,1.475,138.38196030701872,1678820400000
long,21607,21645,25660.7,26850.03292682219,38,stop_loss,46.348421002630076,1.4375,44.910921002630076,1679155200000
long,21669,21679,27536.1,27473.325559849283,10,stop_loss,-2.2797142714732748,1.2625,-3.5422142714732745,1679277600000
